Velocidade do compressor rpm, Vazão volumétrica m3/min,Pressão total Pa,Pressão estática Pa,Pressão dinâmica Pa,Temperatura do ar °C,Umidade do ar  %,Tensão monofasica volts,Corrente monofasica amp,FP,Potencia ativa Wattios,Potência reativa VAR,Valvula
3480,NaN,2974.57,2942.28,32.282,32.831,75.137,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2984.41,2956.82,27.588,32.883,75.401,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2988.78,2963.38,25.408,32.862,75.16,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2987.97,2961.78,26.184,32.817,74.588,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2981.43,2951.89,29.536,32.797,74.051,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2966.81,2931.94,34.869,32.821,73.791,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2944.73,2903.57,41.157,32.854,73.722,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2916.75,2869.63,47.121,32.85,73.719,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2884.79,2833.45,51.345,32.799,73.795,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2848.89,2796.35,52.546,32.72,73.928,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2810.57,2759.98,50.59,32.666,74.071,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2773.63,2727.61,46.016,32.671,74.121,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2735.69,2696.54,39.151,32.721,74.073,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2693.88,2662.94,30.935,32.788,74.272,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2651.43,2628.57,22.857,32.841,74.812,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2612.87,2596.59,16.28,32.856,75.204,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2582.51,2570.93,11.58,32.838,75.11,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2560.79,2552.34,8.447,32.812,74.605,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2544.98,2538.05,6.929,32.797,74.095,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2534.74,2527.07,7.671,32.803,73.982,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2530.83,2520.13,10.697,32.668,74.097,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2534.31,2518.82,15.492,32.336,74.174,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2546.66,2525.28,21.38,32.064,74.348,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2566.91,2539.28,27.627,32.082,74.592,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2595.12,2561.02,34.097,32.399,74.705,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2632.86,2593.00,39.866,32.785,74.618,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2678.22,2634.16,44.058,32.935,74.412,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2728.30,2681.92,46.378,32.885,74.239,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2779.15,2732.42,46.729,32.842,74.169,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2827.13,2781.78,45.352,32.837,74.117,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2868.10,2825.89,42.211,32.849,74.066,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2897.97,2860.67,37.295,32.851,74.05,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2919.31,2888.14,31.17,32.832,74.031,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2935.12,2910.71,24.404,32.841,73.99,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2943.89,2926.56,17.328,32.902,73.921,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2944.10,2933.67,10.434,32.949,73.846,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2936.34,2931.80,4.539,32.937,73.468,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2924.82,2924.33,485,32.874,72.712,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2914.13,2915.51,-1.38,33.003,72.134,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2906.25,2907.51,-1.2,33.443,72.177,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2902.10,2901.85,246,33.858,72.782,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2901.39,2898.82,2.574,33.911,73.433,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2903.27,2898.03,5.241,33.57,73.652,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2905.13,2897.63,7.505,33.111,73.63,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2905.31,2896.60,8.71,32.886,73.643,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2902.96,2893.68,9.277,32.87,73.545,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2895.74,2886.18,9.559,32.872,73.309,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2883.12,2873.53,9.592,32.883,73.089,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2866.45,2856.92,9.531,32.901,73.037,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2848.03,2838.48,9.551,32.89,73.138,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2828.74,2818.70,10.042,32.832,73.292,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2808.58,2797.05,11.534,32.782,73.406,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2789.95,2775.97,13.98,32.846,73.48,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2771.54,2754.65,16.888,33.026,73.535,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2751.30,2731.31,19.983,33.16,73.529,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2731.83,2708.99,22.844,33.129,73.499,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2714.66,2689.73,24.923,32.976,73.457,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2699.29,2673.72,25.574,32.823,73.434,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2685.29,2660.43,24.865,32.759,73.511,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2671.99,2648.97,23.015,32.75,73.636,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2656.83,2636.23,20.605,32.744,73.708,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2638.82,2620.26,18.56,32.76,73.714,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2619.91,2602.28,17.623,32.787,73.648,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2604.01,2585.99,18.025,32.788,73.554,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2594.31,2575.39,18.926,32.766,73.459,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2592.33,2572.61,19.72,32.504,73.349,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2599.30,2579.28,20.024,31.92,73.314,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2614.04,2594.54,19.508,31.418,73.413,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2633.53,2614.94,18.586,31.364,73.571,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2655.20,2638.11,17.091,31.773,73.658,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2679.50,2664.44,15.059,32.333,73.64,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2706.02,2693.68,12.345,32.623,73.57,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2730.85,2722.28,8.567,32.673,73.383,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2754.20,2750.17,4.025,32.72,73.087,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2777.88,2778.86,-981,32.734,72.889,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2799.34,2804.93,-5.584,32.711,72.934,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2815.79,2824.98,-9.185,32.71,73.233,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2826.74,2838.16,-11.424,32.749,73.597,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2832.30,2844.57,-12.27,32.812,73.784,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2830.62,2842.51,-11.884,32.857,73.824,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2822.92,2833.45,-10.524,32.831,73.823,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2812.68,2821.11,-8.424,32.763,73.776,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2800.57,2807.01,-6.438,32.72,73.678,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2786.84,2791.51,-4.668,32.747,73.529,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2772.26,2774.52,-2.269,32.837,73.37,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2757.91,2757.68,222,32.911,73.254,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2744.96,2742.90,2.058,32.902,73.219,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2734.96,2731.56,3.408,32.824,73.305,222.2,4.38,0.57,551.7,788.9,Fechada
